"Name","Rank","Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species","LFQ intensity DMSO1","LFQ intensity DMSO2","LFQ intensity DMSO3","LFQ intensity Diclofenac1","LFQ intensity Diclofenac2","LFQ intensity Diclofenac3"
"Lactobacillus delbrueckii","Species","Bacteria","","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii","6176800.0","7369800.0","6078500.0","1681000.0","0.0","3350200.0"
"Coriobacteriaceae bacterium 68-1-3","Species","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","","Coriobacteriaceae bacterium 68-1-3","2.1664E7","1.5687E7","2.5475E7","0.0","0.0","0.0"
"Alphaproteobacteria","Class","Bacteria","","Proteobacteria","Alphaproteobacteria","","","","","3.55691E7","6.14E7","5.19523E7","9.6188E7","1.858949E8","1.12486E8"
"Peptoniphilaceae","Family","Bacteria","","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","","","0.0","0.0","3.2693E8","0.0","5.84E7","9.1893E7"
"Hafnia paralvei","Species","Bacteria","","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","Hafnia paralvei","0.0","0.0","0.0","1.09281E7","9197700.0","0.0"
"Betaproteobacteria","Class","Bacteria","","Proteobacteria","Betaproteobacteria","","","","","1.87805753E9","1.80442074E9","1.7936139E9","4.2879245E9","4.0878954E9","4.0560516E9"
"Hafnia","Genus","Bacteria","","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia","","0.0","0.0","0.0","1.09281E7","9197700.0","0.0"
"Synergistaceae","Family","Bacteria","","Synergistetes","Synergistia","Synergistales","Synergistaceae","","","9404400.0","8086900.0","8557200.0","4790100.0","0.0","3582100.0"
"Synergistales","Order","Bacteria","","Synergistetes","Synergistia","Synergistales","","","","9404400.0","8086900.0","8557200.0","4790100.0","0.0","3582100.0"
"Deltaproteobacteria","Class","Bacteria","","Proteobacteria","Deltaproteobacteria","","","","","1.226573E8","5.528584E8","5.725308E8","1.61772E8","1.3584E8","1.082116E8"
"[Eubacterium] eligens","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","[Eubacterium] eligens","1.272002E8","5.48322E7","1.130878E8","2.77383E7","1.63116E7","1.248812E8"
"Dorea formicigenerans","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea formicigenerans","8.347876E8","5.194925E8","1.081454E9","8.715893E8","5.310388E8","5.930448E8"
"Bacteroides caccae","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae","1.473164E8","1.459642E8","1.504843E8","2733500.0","4339700.0","4528500.0"
"[Eubacterium] hallii","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","[Eubacterium] hallii","3.703278E8","3.682515E8","2.938914E8","3.785697E8","1.976695E8","3.012312E8"
"Oscillibacter sp. KLE 1745","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter","Oscillibacter sp. KLE 1745","3.45644E7","3.71499E7","4.70119E7","0.0","4772000.0","0.0"
"Lachnoanaerobaculum","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoanaerobaculum","","1.2949E7","8503900.0","6644400.0","7948600.0","6127600.0","1.0474E7"
"Morganella","Genus","Bacteria","","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","","0.0","0.0","1.1111E7","0.0","0.0","0.0"
"Morganella morganii","Species","Bacteria","","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella morganii","0.0","0.0","1.1111E7","0.0","0.0","0.0"
"Arc I group archaeon U1lsi0528_Bin089","Species","Archaea","","Euryarchaeota","Methanomicrobia","","","","Arc I group archaeon U1lsi0528_Bin089","5383300.0","5700000.0","7266600.0","0.0","0.0","0.0"
"Ruminococcus callidus","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus callidus","9.5585E7","9.20802E7","9.65931E7","2.478228E8","2.528384E8","2.021345E8"
"Eubacterium ventriosum","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ventriosum","7.1501E8","6.654599E8","7.420007E8","2.748921E9","2.626557E9","2.6826339E9"
"Blautia obeum","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia obeum","1.5618275E9","1.5595312E9","1.4524652E9","1.8118388E9","1.9718181E9","2.1656155E9"
"Parabacteroides johnsonii","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","Parabacteroides johnsonii","0.0","3.467E7","0.0","0.0","0.0","2.2183E8"
"Petrotoga","Genus","Bacteria","","Thermotogae","Thermotogae","Petrotogales","","Petrotoga","","1.3291E7","0.0","0.0","0.0","0.0","0.0"
"Thiotrichales","Order","Bacteria","","Proteobacteria","Gammaproteobacteria","Thiotrichales","","","","3.1256E7","2.9195E7","2.4866E7","0.0","4.1728E7","3.8146E7"
"Roseburia intestinalis","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia intestinalis","9475900.0","2386500.0","0.0","2.31166E7","1.80756E7","3.89629E7"
"Sphingobacteriaceae","Family","Bacteria","","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","","","0.0","0.0","6.0571E7","0.0","0.0","1.5119E7"
"Lactobacillus salivarius","Species","Bacteria","","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus salivarius","0.0","0.0","0.0","0.0","7.5342E7","4.4741E7"
"Clostridiales Family XIII. Incertae Sedis","Family","Bacteria","","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XIII. Incertae Sedis","","","5797000.0","4987700.0","8220700.0","0.0","0.0","0.0"
"Pseudothermotoga lettingae","Species","Bacteria","","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Pseudothermotoga","Pseudothermotoga lettingae","0.0","0.0","0.0","1.3442E7","8579100.0","8944700.0"
"Bacteroides sp. 3_1_40A","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides sp. 3_1_40A","2.6167E7","2.3552E7","1.7127E7","7097400.0","0.0","0.0"
"Cyclobacteriaceae","Family","Bacteria","","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","","","3.2384E7","5.4232E7","7.2905E7","0.0","1.3683E7","1.8667E7"
"Kandleria vitulina","Species","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Kandleria","Kandleria vitulina","3178400.0","0.0","0.0","3871000.0","0.0","0.0"
"Sutterella","Genus","Bacteria","","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","","0.0","2.1012E7","0.0","1.0757E7","0.0","0.0"
"Negativicutes","Class","Bacteria","","Firmicutes","Negativicutes","","","","","3.01629187E9","2.98816303E9","3.291716E9","2.0066585E9","1.5990883E9","1.9434212E9"
"Fusicatenibacter","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","","1.001279E8","9.14892E7","8.67399E7","2.304524E8","1.910997E8","1.815538E8"
"Helicobacteraceae","Family","Bacteria","","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","","","4.9813E7","5.3224E7","3.9214E7","3.8572E7","5.6536E7","4.5603E7"
"Selenomonadales","Order","Bacteria","","Firmicutes","Negativicutes","Selenomonadales","","","","2.05855E7","1.32E7","2.18173E7","1.89954E7","2.03554E7","2.20025E7"
"Acidaminococcaceae","Family","Bacteria","","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","2.36662557E9","2.46589783E9","2.3106638E9","1.6945749E9","1.1772459E9","1.211437E9"
"Campylobacteraceae","Family","Bacteria","","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","","","4817900.0","1.077E7","0.0","0.0","0.0","0.0"
"Enterobacteriaceae bacterium 9_2_54FAA","Species","Bacteria","","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","","Enterobacteriaceae bacterium 9_2_54FAA","6458100.0","6858500.0","8822500.0","7.86728E7","1.368777E8","4.8743E7"
"Hexamitidae","Family","Eukaryota","","","","","Hexamitidae","","","0.0","6083000.0","0.0","0.0","0.0","0.0"
"Giardia","Genus","Eukaryota","","","","","Hexamitidae","Giardia","","0.0","6083000.0","0.0","0.0","0.0","0.0"
"Burkholderiales bacterium 1_1_47","Species","Bacteria","","Proteobacteria","Betaproteobacteria","Burkholderiales","","","Burkholderiales bacterium 1_1_47","1.25909E8","1.064331E8","1.499315E8","2.40832E8","1.582505E8","2.7012E8"
"Giardia intestinalis","Species","Eukaryota","","","","","Hexamitidae","Giardia","Giardia intestinalis","0.0","6083000.0","0.0","0.0","0.0","0.0"
"Candidatus Woesebacteria bacterium GW2011_GWA1_39_21","Species","Bacteria","","Candidatus Woesebacteria","","","","","Candidatus Woesebacteria bacterium GW2011_GWA1_39_21","5067000.0","0.0","0.0","0.0","0.0","0.0"
"Clostridiales bacterium CHKCI006","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","","","Clostridiales bacterium CHKCI006","0.0","0.0","0.0","0.0","0.0","0.0"
"Vibrionaceae","Family","Bacteria","","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","","","1.3155E7","2.2169E7","1.7808E7","1.1113E7","1.7363E7","1.0381E7"
"Coriobacteriaceae bacterium CHKCI002","Species","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","","Coriobacteriaceae bacterium CHKCI002","1.75954E7","1.83146E7","1.017827E8","0.0","1178600.0","0.0"
"Alistipes sp. CHKCI003","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes sp. CHKCI003","9323200.0","9003700.0","5210300.0","0.0","0.0","0.0"
"Eubacteriaceae bacterium CHKCI004","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","","Eubacteriaceae bacterium CHKCI004","0.0","0.0","9790900.0","1.2265E7","0.0","0.0"
"Holdemanella","Genus","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","","0.0","0.0","0.0","1.27638E7","1.68326E7","4250100.0"
"Candidatus Woesebacteria","Phylum","Bacteria","","Candidatus Woesebacteria","","","","","","5067000.0","0.0","0.0","0.0","0.0","0.0"
"Bifidobacterium","Genus","Bacteria","","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","","5.188077E8","4.942648E8","4.678954E8","6.585615E8","5.889814E8","5.332926E8"
"Chlamydiia","Class","Bacteria","","Chlamydiae","Chlamydiia","","","","","1.1832E7","1.8057E7","1.4908E7","0.0","0.0","0.0"
"Chlamydiae","Phylum","Bacteria","","Chlamydiae","","","","","","1.1832E7","1.8057E7","1.4908E7","0.0","0.0","0.0"
"Fungi","Kingdom","Eukaryota","Fungi","","","","","","","5895500.0","1.02455E7","5384600.0","4.3625E7","1.4561E7","4.3209E7"
"Bifidobacterium adolescentis","Species","Bacteria","","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","0.0","0.0","0.0","0.0","0.0","0.0"
"Photobacterium","Genus","Bacteria","","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","","1.3155E7","2.2169E7","1.7808E7","0.0","0.0","0.0"
"Vibrio","Genus","Bacteria","","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","","0.0","0.0","0.0","1.1113E7","1.7363E7","1.0381E7"
"Dictyostelium","Genus","Eukaryota","","","","Dictyosteliida","","Dictyostelium","","5.5023E7","5.6232E7","0.0","1.9481E7","5.0621E7","0.0"
"Dictyostelium purpureum","Species","Eukaryota","","","","Dictyosteliida","","Dictyostelium","Dictyostelium purpureum","5.5023E7","5.6232E7","0.0","1.9481E7","5.0621E7","0.0"
"Vibrio brasiliensis","Species","Bacteria","","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio brasiliensis","0.0","0.0","0.0","1.1113E7","1.7363E7","1.0381E7"
"[Clostridium] cellulosi","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","[Clostridium] cellulosi","7244600.0","7113700.0","0.0","8461000.0","8620400.0","7571500.0"
"Apicomplexa","Phylum","Eukaryota","","Apicomplexa","","","","","","1.1901E7","1.2126E7","1.1417E7","1.4298E7","1.117E7","1.2928E7"
"Hirschia","Genus","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Hirschia","","0.0","0.0","0.0","0.0","2.7878E7","3.3799E7"
"Rhodobacterales","Order","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhodobacterales","","","","1.0581E7","1.2693E7","1.0198E7","0.0","3.73089E7","3.3799E7"
"Hirschia baltica","Species","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Hirschia","Hirschia baltica","0.0","0.0","0.0","0.0","2.7878E7","3.3799E7"
"Streptophyta","Phylum","Eukaryota","Viridiplantae","Streptophyta","","","","","","1.4571E7","0.0","0.0","2.0357E7","2.4965E7","1.0896E7"
"Tissierellia","Class","Bacteria","","Firmicutes","Tissierellia","","","","","0.0","0.0","3.2693E8","0.0","5.84E7","9.1893E7"
"Tissierellales","Order","Bacteria","","Firmicutes","Tissierellia","Tissierellales","","","","0.0","0.0","3.2693E8","0.0","5.84E7","9.1893E7"
"Lachnoclostridium phytofermentans","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium phytofermentans","0.0","0.0","1912200.0","1.0526E7","1.0595E7","1.1535E7"
"Bacteroides sp. 3_1_13","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides sp. 3_1_13","3.6944E7","3.6175E7","3.6277E7","0.0","0.0","0.0"
"Lachnospiraceae bacterium 3_1_57FAA_CT1","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","","Lachnospiraceae bacterium 3_1_57FAA_CT1","0.0","4.195E7","4.7207E7","4.47076E7","2.74757E7","4.58878E7"
"Cellulosilyticum lentocellum","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum","Cellulosilyticum lentocellum","7.12424E7","7.20228E7","9.55837E7","9.40254E7","8.05431E7","8.49807E7"
"[Bacillus] selenitireducens","Species","Bacteria","","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","","[Bacillus] selenitireducens","0.0","0.0","0.0","7155300.0","6227400.0","0.0"
"Collinsella aerofaciens","Species","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens","1.1091262E9","1.20545791E9","1.068762E9","1.50693853E9","1.1581573E9","7.752902E8"
"Cyclobacterium","Genus","Bacteria","","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cyclobacterium","","3.2384E7","5.4232E7","7.2905E7","0.0","1.3683E7","1.8667E7"
"Eubacterium","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","","2.1024203E9","1.9397593E9","2.0025935E9","3.9565976E9","3.4916703E9","3.862438E9"
"Ruminococcus sp. 5_1_39BFAA","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus sp. 5_1_39BFAA","8822700.0","5264400.0","3.4832E7","6395200.0","4249100.0","0.0"
"Sutterellaceae","Family","Bacteria","","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","","","1.532246E8","1.92665E8","1.646695E8","2.999296E8","4.103914E8","3.574435E8"
"Thermoanaerobacterales","Order","Bacteria","","Firmicutes","Clostridia","Thermoanaerobacterales","","","","6762200.0","0.0","8834400.0","0.0","5537400.0","0.0"
"Eukaryota","Superkingdom","Eukaryota","","","","","","","","2.194825E8","2.870976E8","1.620224E8","2.57685E8","3.176624E8","2.347522E8"
"Holdemanella biformis","Species","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella biformis","0.0","0.0","0.0","1.27638E7","1.68326E7","4250100.0"
"Ruminococcus champanellensis","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus champanellensis","2.7395E7","2.9824E7","1.937E7","1.6908E7","1.9574E7","2.1452E7"
"Pasteurellaceae","Family","Bacteria","","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","","","0.0","0.0","1.2957E7","1.68189E8","0.0","0.0"
"Tenericutes","Phylum","Bacteria","","Tenericutes","","","","","","1.3929E7","0.0","1.9432E7","0.0","0.0","0.0"
"Veillonella seminalis","Species","Bacteria","","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella seminalis","1434400.0","2767000.0","6761400.0","1545600.0","1.838E7","1.3555E7"
"Holosporaceae","Family","Bacteria","","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","","","2.2021E7","1.6827E7","0.0","5.694E7","1.1314E8","4.4243E7"
"Holospora","Genus","Bacteria","","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","Holospora","","2.2021E7","1.6827E7","0.0","5.694E7","1.1314E8","4.4243E7"
"Dactylococcopsis salina","Species","Bacteria","","Cyanobacteria","","Synechococcales","Synechococcaceae","Dactylococcopsis","Dactylococcopsis salina","0.0","0.0","0.0","0.0","3.4158E7","2.6104E7"
"Collinsella","Genus","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","","1.69777956E10","2.002556731E10","1.73423429E10","1.977629437E10","2.00915906E10","2.04833474E10"
"Shimia","Genus","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia","","1.0581E7","1.2693E7","1.0198E7","0.0","9430900.0","0.0"
"Actinobacteria","Class","Bacteria","","Actinobacteria","Actinobacteria","","","","","8.504445E8","8.814356E8","8.406873E8","1.1077064E9","1.0177472E9","9.843563E8"
"Photobacterium aquae","Species","Bacteria","","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Photobacterium aquae","1.3155E7","2.2169E7","1.7808E7","0.0","0.0","0.0"
"Aggregatibacter segnis","Species","Bacteria","","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","Aggregatibacter segnis","0.0","0.0","1.2957E7","0.0","0.0","0.0"
"Campylobacter hominis","Species","Bacteria","","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter hominis","4817900.0","1.077E7","0.0","0.0","0.0","0.0"
"Anoxybacillus","Genus","Bacteria","","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","","5.97E7","7.1853E7","4.5155E7","2.4185E7","2.0801E7","3.3431E7"
"Verrucomicrobiae","Class","Bacteria","","Verrucomicrobia","Verrucomicrobiae","","","","","3.3207E7","2.5532E7","3.6655E7","9685400.0","9440100.0","1.1605E7"
"Bacteroides massiliensis","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides massiliensis","6.83445775E9","6.39109821E9","6.7642091E9","2.4238096E9","2.41429649E9","2.87417056E9"
"Dietzia sp. UCD-THP","Species","Bacteria","","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia sp. UCD-THP","2.6285E7","2.4125E7","2.8789E7","3.282E7","2.6767E7","2.9678E7"
"Dactylococcopsis","Genus","Bacteria","","Cyanobacteria","","Synechococcales","Synechococcaceae","Dactylococcopsis","","0.0","0.0","0.0","0.0","3.4158E7","2.6104E7"
"Theileria","Genus","Eukaryota","","Apicomplexa","Aconoidasida","","Theileriidae","Theileria","","1.1901E7","1.2126E7","1.1417E7","1.4298E7","1.117E7","1.2928E7"
"Holdemania","Genus","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","","0.0","0.0","0.0","1.26497E7","4195700.0","4539400.0"
"Holdemania filiformis","Species","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania filiformis","0.0","0.0","0.0","1.26497E7","4195700.0","4539400.0"
"Oribacterium","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","","2.84284E7","4.37856E7","3.26152E7","1.87138E7","4685400.0","2.6855E7"
"Shimia marina","Species","Bacteria","","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia","Shimia marina","1.0581E7","1.2693E7","1.0198E7","0.0","9430900.0","0.0"
"Rickettsiales","Order","Bacteria","","Proteobacteria","Alphaproteobacteria","Rickettsiales","","","","2967100.0","0.0","3909300.0","1.5689E7","1.5023E7","1.6656E7"
"Parasutterella excrementihominis","Species","Bacteria","","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella excrementihominis","8.7877E7","1.07511E8","8.66755E7","1.781052E8","3.25531E8","2.321436E8"
"Collinsella stercoris","Species","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella stercoris","5.2399E7","4.8938E7","5.242E7","3.2843E7","3.5339E7","0.0"
"Collinsella intestinalis","Species","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella intestinalis","1.23007E7","9090100.0","1.8905E7","1.44403E7","1.38545E7","1.0768E7"
"Solobacterium moorei","Species","Bacteria","","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","Solobacterium moorei","3.1087E7","608820.0","0.0","5.18516E7","5.0508E7","2.9436E7"
"Rickettsiaceae","Family","Bacteria","","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","","","2967100.0","0.0","3909300.0","1.5689E7","1.5023E7","1.6656E7"
"Rickettsia","Genus","Bacteria","","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","","2967100.0","0.0","3909300.0","1.5689E7","1.5023E7","1.6656E7"
"Faecalibacterium","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","","7.06947009E9","6.93833667E9","6.330463E9","8.38544325E9","8.29163587E9","8.9589644E9"
"Aconoidasida","Class","Eukaryota","","Apicomplexa","Aconoidasida","","","","","1.1901E7","1.2126E7","1.1417E7","1.4298E7","1.117E7","1.2928E7"
"Bacillariophyta","Phylum","Eukaryota","","Bacillariophyta","","","","","","3.804E7","4.1594E7","3.3757E7","4.1237E7","4.4349E7","4.1938E7"
"Paraprevotella","Genus","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","","2.113249E8","2.286104E8","1.815453E8","5.61375E7","3.8342E7","4.2628E7"
"Parasutterella","Genus","Bacteria","","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","","1.532246E8","1.71653E8","1.646695E8","2.891726E8","4.103914E8","3.574435E8"
"Bacteroides reticulotermitis","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides reticulotermitis","3.5894E7","4.1427E7","3.9235E7","2.5732E7","1.8425E7","1.992E7"
"Criblamydiaceae","Family","Bacteria","","Chlamydiae","Chlamydiia","Chlamydiales","Criblamydiaceae","","","1.1832E7","1.8057E7","1.4908E7","0.0","0.0","0.0"
"Eggerthella sp. (strain YY7918)","Species","Bacteria","","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella sp. (strain YY7918)","3.1336E7","3.4599E7","2.80098E7","1.3905E7","0.0","0.0"
"Veillonella","Genus","Bacteria","","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","","3.51246E7","3.89783E7","4.21363E7","1.77976E7","3.20303E7","3.33118E7"
"Veillonella parvula","Species","Bacteria","","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella parvula","0.0","0.0","0.0","0.0","4966000.0","4536800.0"
"Butyrivibrio crossotus","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","Butyrivibrio crossotus","0.0","2276000.0","4456700.0","2456900.0","0.0","0.0"
"Subdoligranulum","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","","1.8504548E9","1.9399607E9","1.7032928E9","1.15921246E9","1.44394583E9","1.4231553E9"
"Prevotella sp. oral taxon 473","Species","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Prevotella sp. oral taxon 473","0.0","0.0","0.0","0.0","0.0","0.0"
"Aneurinibacillus sp. XH2","Species","Bacteria","","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus sp. XH2","1.8813E7","1.7639E7","7291300.0","0.0","0.0","1.139E7"
"Pelosinus fermentans","Species","Bacteria","","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus","Pelosinus fermentans","8872500.0","0.0","7033000.0","6220900.0","8189300.0","6811400.0"
"Pelosinus","Genus","Bacteria","","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Pelosinus","","8872500.0","0.0","7033000.0","6220900.0","8189300.0","6811400.0"
"Clostridiales bacterium oral taxon 876","Species","Bacteria","","Firmicutes","Clostridia","Clostridiales","","","Clostridiales bacterium oral taxon 876","1.762E7","5984500.0","0.0","0.0","3059100.0","0.0"
"Olsenella","Genus","Bacteria","","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","","0.0","0.0","0.0","0.0","6436700.0","8729000.0"
"Anaerofustis","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Anaerofustis","","1.2253E7","9642000.0","1.5295E7","4645900.0","0.0","6204400.0"
"Aneurinibacillus","Genus","Bacteria","","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","","1.8813E7","1.7639E7","7291300.0","0.0","0.0","1.139E7"
"Hafniaceae","Family","Bacteria","","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","","","0.0","0.0","0.0","1.09281E7","9197700.0","0.0"
"Hungatella","Genus","Bacteria","","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Hungatella","","0.0","0.0","0.0","2.5886E7","2.7971E7","0.0"
"Morganellaceae","Family","Bacteria","","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","","","0.0","0.0","1.1111E7","0.0","0.0","0.0"
"Bacteroidaceae","Family","Bacteria","","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","","","4.321604935E10","4.256700024E10","4.125160322E10","9.32975972E9","9.76680827E9","1.021374336E10"
